生命周期,商品,单位,数量,计量单位,报价金额,占总金额,成本金额,占总成本,销售毛利,占总毛利,毛利率,成本利润率,实际利润,实际利润率,主要供应商
,百味来橄榄薄脆饼干160g,家乐福-上海共江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海万里店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海联洋店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海七宝店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海中山公园店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海新里程店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海川沙店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海南翔店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海徐汇店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海莘庄店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海巨峰店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海张江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海徐泾店,30,包,895.05,0.00%,432.3,0.00%,462.75,0.00%,51.70%,107.00%,395.51,44.20%,
,百味来橄榄薄脆饼干160g,家乐福-上海虹口店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海大场店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海万达店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海新南店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海柳州路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海曹路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海浦江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海青浦店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海漕盈店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海松江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海真北店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-上海宜山店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-杭州涌金店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-南京大桥店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-南京大行宫店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-南京长虹店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-南京河西店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-南京大华店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-宁波江东店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-宁波北仑店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-苏州体育中心店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-苏州东环店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-苏州中翔店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-苏州人民路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-苏州友新店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-苏州建湖店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-无锡永乐店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-无锡凤翔店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-无锡奥林花园店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-无锡宝龙店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-无锡哥伦布店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-无锡阳光店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-昆明世纪广场店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-昆明白云店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-昆明世纪城店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-昆明南亚店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-昆明安宁店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-昆明广福店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-广州员村店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-深圳保利店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-珠海吉大店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都大世界店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都光华店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都双桥子店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都青石桥店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都红牌楼,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都府青路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都华阳店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都新都店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-邛崃司马大道店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京创益佳店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京马连道店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京方圆店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京方庄店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京中关村店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京双井店,50,包,"1,657.50",0.00%,720.5,0.00%,937,0.00%,56.50%,130.00%,800.85,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京通州店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京天通苑店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京望京店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京大钟寺店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京广渠门店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京鲁谷店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京慈云寺店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京健翔桥,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京姚家园,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京马家堡,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京定慧桥店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京良乡店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京新顺店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-大连黄河店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-大连中山店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-哈尔滨乐松店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-济南车站店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-青岛明达店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-青岛新兴店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-青岛辽阳路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-沈阳北站店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-沈阳金牛店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-沈阳文化店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-沈阳塔湾店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-沈阳云峰店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-天津南开店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-天津龙城店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-天津海光寺店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-天津河北店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-天津河东店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-廊坊新华路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄留营店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄柏林店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄中华店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄谈固店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄中山路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄涿州范阳路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-石家庄秦皇大街店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-山西悦家长风店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-呼和浩特大学西街店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-呼和浩特新华东街店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-北京四元桥店,50,包,"1,657.50",0.00%,720.5,0.00%,937,0.00%,56.50%,130.00%,800.85,48.30%,
,百味来橄榄薄脆饼干160g,北京蒂玛丽宝,20,包,382,0.00%,288.2,0.00%,93.8,0.00%,24.60%,32.50%,80.17,21.00%,
,百味来橄榄薄脆饼干160g,香江百货,70,包,"1,808.10",0.00%,"1,008.70",0.00%,799.4,0.00%,44.20%,79.30%,683.25,37.80%,
,百味来橄榄薄脆饼干160g,家乐福-成都科华路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,上海学枭,40,包,764,0.00%,576.4,0.00%,187.6,0.00%,24.60%,32.50%,160.34,21.00%,
,百味来橄榄薄脆饼干160g,欢乐便利店,10,包,232.1,0.00%,144.1,0.00%,88,0.00%,37.90%,61.10%,75.21,32.40%,
,百味来橄榄薄脆饼干160g,家乐福-北京天竺店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-家源成山店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来橄榄薄脆饼干160g,家乐福-成都福泉店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来橄榄薄脆饼干160g,上海盒马,170,包,"3,848.00",0.00%,"2,449.70",0.00%,"1,398.30",0.00%,36.30%,57.10%,"1,195.13",31.10%,
,百味来橄榄薄脆饼干160g,俊名投资,30,包,615,0.00%,432.3,0.00%,182.7,0.00%,29.70%,42.30%,156.15,25.40%,
,百味来橄榄薄脆饼干160g,禅林食品店,20,包,436,0.00%,288.2,0.00%,147.8,0.00%,33.90%,51.30%,126.32,29.00%,
,百味来橄榄薄脆饼干160g,珠海得一,20,包,516.6,0.00%,288.2,0.00%,228.4,0.00%,44.20%,79.30%,195.21,37.80%,
,百味来橄榄薄脆饼干160g,精彩生活超市,30,包,774.9,0.00%,432.3,0.00%,342.6,0.00%,44.20%,79.30%,292.82,37.80%,
,百味来橄榄薄脆饼干160g,厦门乐味,10,包,218,0.00%,144.1,0.00%,73.9,0.00%,33.90%,51.30%,63.16,29.00%,
,百味来橄榄薄脆饼干160g,巢尚食品,10,包,239.8,0.00%,144.1,0.00%,95.7,0.00%,39.90%,66.40%,81.79,34.10%,
,百味来牛至番茄薄脆饼干160g,城市超市,580,包,"15,834.00",0.00%,"8,357.80",0.00%,"7,476.20",0.10%,47.20%,89.50%,"6,389.91",40.40%,
,百味来牛至番茄薄脆饼干160g,久光虹桥店,10,包,273,0.00%,144.1,0.00%,128.9,0.00%,47.20%,89.50%,110.17,40.40%,
,百味来牛至番茄薄脆饼干160g,上海华润万家超市有限公司,"1,840.00",包,"45,596.02",0.10%,"26,514.40",0.10%,"19,081.62",0.10%,41.80%,72.00%,"16,309.08",35.80%,
,百味来牛至番茄薄脆饼干160g,久光静安店,30,包,737.1,0.00%,432.3,0.00%,304.8,0.00%,41.40%,70.50%,260.51,35.30%,
,百味来牛至番茄薄脆饼干160g,上海赢盘实业有限公司,30,包,655.2,0.00%,432.3,0.00%,222.9,0.00%,34.00%,51.60%,190.51,29.10%,
,百味来牛至番茄薄脆饼干160g,上海懿利电子商务有限公司,40,包,680,0.00%,576.4,0.00%,103.6,0.00%,15.20%,18.00%,88.55,13.00%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海曲阳店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海武宁店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海金桥店,20,包,563.55,0.00%,288.2,0.00%,275.35,0.00%,48.90%,95.50%,235.34,41.80%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海古北店,30,包,895.05,0.00%,432.3,0.00%,462.75,0.00%,51.70%,107.00%,395.51,44.20%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海南方店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海共江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海万里店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海联洋店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海七宝店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海中山公园店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海新里程店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海川沙店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海南翔店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海徐汇店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海莘庄店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海巨峰店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海张江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海徐泾店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海虹口店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海大场店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海万达店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海新南店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海柳州路店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海曹路店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海浦江店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海青浦店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海漕盈店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海松江店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海真北店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-上海宜山店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-杭州涌金店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-南京大桥店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-南京大行宫店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-南京长虹店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-南京河西店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-南京大华店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-宁波江东店,20,包,663,0.00%,288.2,0.00%,374.8,0.00%,56.50%,130.00%,320.34,48.30%,
,百味来牛至番茄薄脆饼干160g,家乐福-宁波北仑店,10,包,331.5,0.00%,144.1,0.00%,187.4,0.00%,56.50%,130.00%,160.17,48.30%,
